language,uni_lemma,lexical_category,frequency,MLU,final_frequency,solo_frequency,num_phons,concreteness,valence,arousal,babiness,measure,age,num_true,num_false,unscaled_age,total,prop
English (American),refrigerator,nouns,-0.7474713074510309,0.38045983152444723,0.5727856860620549,-0.5604010384441102,5.078396225634217,0.8652030853665663,-0.22310054486182804,-0.8159430263024448,-0.8103052844598703,understands,1.2647647554596024,52,26,17,78,0.6666666666666666
English (American),ride,predicates,0.32967230886090243,0.8667104821481546,-0.14138131963911132,-1.5972100126956734,-0.5661280732323791,-0.41454825657708577,0.2447383566516281,1.3553954213136468,-0.636264862131633,understands,1.2647647554596024,47,31,17,78,0.6025641025641025
English (American),rock (object),nouns,-0.10225624088431585,0.2892566619742312,0.08497878262245881,0.1984090109420966,-0.5661280732323791,0.7730609887466237,-0.25979379203935404,-0.9450496367012392,-0.3010701507094424,understands,1.2647647554596024,44,34,17,78,0.5641025641025641
English (American),rocking chair,nouns,-2.8266289376437634,-0.7843517397970097,-0.5393306434959397,-0.8982957078003104,2.2561340762009188,0.7935370102177216,-0.10384749153486868,-1.2736846449890804,-1.2738512024144752,understands,1.580955944324503,49,35,18,84,0.5833333333333334
English (American),run,predicates,0.27775445130730897,1.4226247760469948,-0.8374165965556976,-0.5048164386997959,-0.5661280732323791,0.15878034461367005,0.3731647217729696,1.5197129254575679,-0.9872955439787138,understands,1.2647647554596024,44,34,17,78,0.5641025641025641
English (American),say,predicates,1.7122139307241964,-0.43884597155892113,0.7666312467293016,0.638396171489203,-1.2716936105907035,-1.612395512636344,-0.08550086794610526,0.5690187943391702,-0.03449797896520947,understands,1.2647647554596024,42,36,17,78,0.5384615384615384
English (American),see,predicates,2.1293804173355295,-0.5096961441255217,0.7020718877213322,2.1204423422731384,-1.2716936105907035,-0.9674008362967436,0.2447383566516281,-0.05304032849138557,0.6082984645082836,understands,0.6323823777298012,68,53,15,121,0.5619834710743802
English (American),shh,other,-0.611327329040491,-2.562440407964915,-1.134523451851497,1.9680440358656417,-1.0365050981379287,-0.2609780955438476,0.4282045925392582,-2.3417484219245632,1.7480084706420635,understands,0.3161911888649006,69,61,14,130,0.5307692307692308
English (American),shirt,nouns,0.04542823341294534,0.575462070311253,0.6867160718890548,-0.38737502266778273,-0.5661280732323791,0.8037750209532715,-0.40656678074945807,-1.9309546615647621,0.5171216639373457,understands,0.9485735665947017,44,44,16,88,0.5
English (American),shoe,nouns,0.4006963704538488,-0.37073669111042834,0.7985660404113627,0.862601794729957,-1.2716936105907035,0.8344890531599185,-0.2047539212730646,-1.813585015747676,0.0927988617817606,understands,-0.6323823777298012,47,47,11,94,0.5
English (American),show,predicates,0.751142881775513,0.5401464701743801,-2.2117503743965057,-1.8584032259160204,-1.2716936105907035,-0.18931202039500278,-0.08550086794610526,0.18169896314278622,-0.33152394037382454,understands,1.2647647554596024,45,33,17,78,0.5769230769230769
English (American),sing,predicates,0.2594978612436652,-0.43245858373226154,-0.15553020475123483,-0.19018683738263645,-0.5661280732323791,0.18949437682031794,1.3730557073605527,0.18169896314278622,1.112620142070786,understands,1.2647647554596024,43,35,17,78,0.5512820512820513
English (American),sink,nouns,-0.9597444534668547,0.6441618406203972,0.40406928073227844,-0.798134278882115,0.13943746412594538,0.599014806242287,-1.2688580894213182,-0.28777962012555736,-0.4022444073997555,understands,1.580955944324503,51,33,18,84,0.6071428571428571
English (American),sleep,predicates,0.472820418354058,0.7376174817902912,0.6585377700732697,-0.3223868241070546,0.13943746412594538,0.29187448417581063,1.1162029771178705,-0.4051492659426435,1.884773670996998,understands,0.6323823777298012,72,49,15,121,0.5950413223140496
English (American),sleepy,predicates,-0.5461329962864494,-1.3662950666318883,0.28073623198812675,-0.34628727661130304,0.84500300148427,-1.417873308660909,-1.5073641960752369,-1.0624192825183252,1.3696247484231125,understands,1.2647647554596024,48,30,17,78,0.6153846153846154
English (American),slide (object),nouns,-0.18332469912445556,0.1900925446680797,0.544889798304419,-0.2190770476496421,0.13943746412594538,0.3328265271180076,-0.26896710383373534,-0.7572582033939019,-0.7365593426593705,understands,0.9485735665947017,45,43,16,88,0.5113636363636364
English (American),smile,predicates,-0.7262137119904843,-0.5147886243153701,0.1328087410404669,0.06342028785612049,0.13943746412594538,0.3533025485891056,1.7308148673414308,0.7920211213916342,0.8362404654341561,understands,1.580955944324503,45,39,18,84,0.5357142857142857
English (American),soap,nouns,-0.8732493154216843,0.17028024927387206,-0.19739211139567825,0.15454100703802298,-0.5661280732323791,0.7935370102177216,1.0061232355852925,-1.5553717949500867,0.46697442367347725,understands,1.2647647554596024,43,35,17,78,0.5512820512820513
English (American),sock,nouns,-0.24484370749517673,-0.4801198084537816,0.32378555535388065,0.3852159504755892,-0.5661280732323791,0.7730609887466237,-1.443151013514567,-1.0037344596097826,0.3165327028818709,understands,0,480,290,13,770,0.6233766233766234
English (American),soft,predicates,-0.6166199543725459,-0.30709254680991044,-0.08383167895939159,0.1243417970670495,0.13943746412594538,-0.281454117014946,1.033643170968437,-1.0624192825183252,1.739460645369144,understands,1.580955944324503,48,36,18,84,0.5714285714285714
